 pos. daughter  O 17 z= 8 a=17 Q=  2.762
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      2.00       8.0     2.406     0.650     0.949     1.946   -37.695   -36.393   -36.634
      3.00       8.0     2.355     0.650     0.958     1.957   -25.731   -24.374   -24.432
      5.00       8.0     2.192     0.656     0.986     1.992   -16.016   -14.420   -14.245
     10.00       8.0     1.493     0.730     1.126     2.172    -8.617    -6.351    -5.841
     30.00       8.0     0.209     1.499     2.523     3.783    -3.706    -0.087     0.957
      0.01       9.0     5.180     0.650     2.154     3.144  -100.000  -100.000  -100.000
      0.10       9.0     5.180     0.650     2.154     3.144  -100.000  -100.000  -100.000
      0.20       9.0     5.180     0.650     2.154     3.144  -100.000  -100.000  -100.000
      0.40       9.0     5.180     0.650     2.154     3.144  -100.000  -100.000  -100.000
      0.70       9.0     5.178     0.650     2.155     3.145  -100.000  -100.000  -100.000
      1.00       9.0     5.176     0.650     2.155     3.145   -86.136   -85.399   -85.907
      1.50       9.0     5.170     0.650     2.156     3.147   -58.237   -57.442   -57.778
      2.00       9.0     5.161     0.650     2.157     3.149   -44.191   -43.337   -43.551
      3.00       9.0     5.138     0.650     2.161     3.155   -30.018   -29.049   -29.089
      5.00       9.0     5.062     0.656     2.175     3.175   -18.499   -17.313   -17.127
     10.00       9.0     4.708     0.733     2.245     3.277    -9.660    -7.971    -7.458
     30.00       9.0     1.972     1.518     2.800     4.057    -3.798    -0.382     0.662
      0.01      10.0    11.118     0.650     3.526     4.658  -100.000  -100.000  -100.000
      0.10      10.0    11.118     0.650     3.526     4.658  -100.000  -100.000  -100.000
      0.20      10.0    11.118     0.650     3.526     4.658  -100.000  -100.000  -100.000
      0.40      10.0    11.118     0.650     3.526     4.658  -100.000  -100.000  -100.000
      0.70      10.0    11.117     0.650     3.526     4.658  -100.000  -100.000  -100.000
      1.00      10.0    11.116     0.650     3.526     4.659  -100.000  -100.000  -100.000
      1.50      10.0    11.113     0.650     3.526     4.659   -77.993   -77.411   -77.713
      2.00      10.0    11.109     0.650     3.527     4.660   -58.957   -58.325   -58.508
      3.00      10.0    11.098     0.650     3.528     4.662   -39.793   -39.062   -39.077
      5.00      10.0    11.063     0.656     3.533     4.670   -24.284   -23.362   -23.160
     10.00      10.0    10.898     0.733     3.564     4.717   -12.471   -11.091   -10.573
     30.00      10.0     9.163     1.538     3.803     5.096    -4.546    -1.588    -0.545
      0.01      11.0    23.934     0.650     5.013     6.378  -100.000  -100.000  -100.000
      0.10      11.0    23.934     0.650     5.013     6.378  -100.000  -100.000  -100.000
      0.20      11.0    23.934     0.650     5.013     6.378  -100.000  -100.000  -100.000
      0.40      11.0    23.934     0.650     5.013     6.378  -100.000  -100.000  -100.000
      0.70      11.0    23.933     0.650     5.013     6.378  -100.000  -100.000  -100.000
      1.00      11.0    23.933     0.650     5.014     6.378  -100.000  -100.000  -100.000
      1.50      11.0    23.931     0.650     5.014     6.378  -100.000  -100.000  -100.000
      2.00      11.0    23.930     0.650     5.014     6.378   -91.245   -90.630   -90.810
      3.00      11.0    23.924     0.650     5.014     6.379   -61.321   -60.609   -60.622
      5.00      11.0    23.908     0.656     5.016     6.381   -37.211   -36.309   -36.105
     10.00      11.0    23.832     0.733     5.027     6.399   -18.960   -17.609   -17.090
     30.00      11.0    23.015     1.540     5.125     6.560    -6.770    -3.915    -2.872
 pos. daughter AR 38 z=18 a=38 Q=  5.913
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       1.0     0.508    -2.841    -7.589    -2.662  -100.000  -100.000  -100.000
      0.10       1.0     0.453    -2.841    -8.078    -2.662  -100.000  -100.000  -100.000
      0.20       1.0     0.377    -2.825    -8.213    -2.634  -100.000  -100.000  -100.000
      0.40       1.0     0.205    -2.423    -8.240    -2.071  -100.000   -76.574   -77.551
      0.70       1.0     0.008    -1.882    -7.427    -1.473   -61.561   -43.858   -44.588
      1.00       1.0     0.000    -1.630    -5.976    -1.210   -43.157   -31.468   -32.040
      1.50       1.0     0.000    -1.430    -4.675    -1.007   -28.843   -21.661   -22.050
      2.00       1.0     0.000    -1.333    -3.935    -0.907   -21.687   -16.623   -16.881
      3.00       1.0     0.000    -1.237    -3.062    -0.799   -14.531   -11.395   -11.464
      5.00       1.0     0.000    -1.127    -2.098    -0.594    -8.815    -6.890    -6.709
     10.00       1.0     0.000    -0.837    -0.745     0.281    -4.588    -2.929    -2.393
     30.00       1.0     0.000     0.159     1.666     2.872    -1.863     1.012     2.082
      0.01       2.0     0.510    -2.841    -6.609    -2.661  -100.000  -100.000  -100.000
      0.10       2.0     0.473    -2.841    -7.079    -2.662  -100.000  -100.000  -100.000
      0.20       2.0     0.416    -2.825    -7.213    -2.634  -100.000  -100.000  -100.000
      0.40       2.0     0.284    -2.423    -7.240    -2.071  -100.000   -77.574   -78.551
      0.70       2.0     0.065    -1.882    -7.014    -1.473   -61.561   -44.271   -45.002
      1.00       2.0     0.005    -1.630    -5.955    -1.210   -43.157   -31.490   -32.062
      1.50       2.0     0.000    -1.430    -4.673    -1.007   -28.843   -21.662   -22.052
      2.00       2.0     0.000    -1.333    -3.935    -0.907   -21.687   -16.623   -16.882
      3.00       2.0     0.000    -1.237    -3.062    -0.799   -14.531   -11.395   -11.464
      5.00       2.0     0.000    -1.127    -2.098    -0.594    -8.815    -6.890    -6.709
     10.00       2.0     0.000    -0.837    -0.745     0.281    -4.588    -2.929    -2.393
     30.00       2.0     0.000     0.159     1.666     2.872    -1.863     1.012     2.082
      0.01       3.0     0.513    -2.841    -5.740    -2.660  -100.000  -100.000  -100.000
      0.10       3.0     0.493    -2.841    -6.085    -2.661  -100.000  -100.000  -100.000
      0.20       3.0     0.456    -2.825    -6.215    -2.633  -100.000  -100.000  -100.000
      0.40       3.0     0.364    -2.423    -6.240    -2.071  -100.000   -78.576   -79.553
      0.70       3.0     0.197    -1.882    -6.066    -1.473   -61.561   -45.219   -45.950
      1.00       3.0     0.046    -1.630    -5.749    -1.210   -43.157   -31.696   -32.268
      1.50       3.0     0.005    -1.430    -4.659    -1.007   -28.843   -21.677   -22.067
      2.00       3.0     0.001    -1.333    -3.932    -0.907   -21.687   -16.627   -16.885
      3.00       3.0     0.000    -1.237    -3.061    -0.799   -14.531   -11.395   -11.464
      5.00       3.0     0.000    -1.127    -2.098    -0.594    -8.815    -6.890    -6.709
     10.00       3.0     0.000    -0.837    -0.745     0.281    -4.588    -2.929    -2.393
     30.00       3.0     0.000     0.159     1.666     2.872    -1.863     1.012     2.082
      0.01       4.0     0.523    -2.841    -5.030    -2.655  -100.000  -100.000  -100.000
      0.10       4.0     0.516    -2.841    -5.137    -2.656  -100.000  -100.000  -100.000
      0.20       4.0     0.498    -2.825    -5.234    -2.630  -100.000  -100.000  -100.000
      0.40       4.0     0.444    -2.423    -5.246    -2.070  -100.000   -79.594   -80.571
      0.70       4.0     0.337    -1.882    -5.069    -1.472   -61.562   -46.226   -46.956
      1.00       4.0     0.209    -1.630    -4.931    -1.210   -43.158   -32.518   -33.090
      1.50       4.0     0.047    -1.430    -4.518    -1.006   -28.843   -21.819   -22.208
      2.00       4.0     0.014    -1.333    -3.901    -0.906   -21.687   -16.658   -16.916
      3.00       4.0     0.004    -1.237    -3.056    -0.798   -14.531   -11.401   -11.470
      5.00       4.0     0.001    -1.127    -2.097    -0.594    -8.815    -6.891    -6.710
     10.00       4.0     0.000    -0.837    -0.745     0.281    -4.588    -2.929    -2.393
     30.00       4.0     0.000     0.159     1.666     2.872    -1.863     1.012     2.082
      0.01       5.0     0.564    -2.841    -4.315    -2.627  -100.000  -100.000  -100.000
      0.10       5.0     0.563    -2.841    -4.322    -2.627  -100.000  -100.000  -100.000
      0.20       5.0     0.558    -2.825    -4.338    -2.603  -100.000  -100.000  -100.000
      0.40       5.0     0.537    -2.423    -4.288    -2.060  -100.000   -80.765   -81.742
      0.70       5.0     0.485    -1.882    -4.085    -1.467   -61.564   -47.292   -48.022
      1.00       5.0     0.413    -1.630    -3.942    -1.206   -43.159   -33.549   -34.121
      1.50       5.0     0.265    -1.430    -3.802    -1.003   -28.845   -22.552   -22.942
      2.00       5.0     0.128    -1.332    -3.619    -0.904   -21.688   -16.947   -17.205
      3.00       5.0     0.035    -1.237    -3.004    -0.796   -14.532   -11.454   -11.523
      5.00       5.0     0.009    -1.127    -2.089    -0.592    -8.815    -6.899    -6.718
     10.00       5.0     0.002    -0.837    -0.744     0.281    -4.588    -2.930    -2.394
     30.00       5.0     0.000     0.159     1.666     2.872    -1.863     1.012     2.082
        T9     RHOYE        UF     E+DEC     E-CAP      NEUE     E-DEC     E+CAP   NEUEBAR
      0.01       6.0     0.726    -2.841    -3.491    -2.467  -100.000  -100.000  -100.000
      0.10       6.0     0.725    -2.841    -3.492    -2.467  -100.000  -100.000  -100.000
      0.20       6.0     0.724    -2.825    -3.489    -2.447  -100.000  -100.000  -100.000
      0.40       6.0     0.718    -2.423    -3.397    -1.991  -100.000   -83.039   -84.015
      0.70       6.0     0.700    -1.882    -3.149    -1.428   -61.579   -48.842   -49.572
      1.00       6.0     0.672    -1.630    -2.981    -1.171   -43.175   -34.852   -35.424
      1.50       6.0     0.604    -1.430    -2.826    -0.971   -28.859   -23.689   -24.079
      2.00       6.0     0.512    -1.332    -2.738    -0.872   -21.700   -17.913   -18.172
      3.00       6.0     0.299    -1.237    -2.588    -0.770   -14.540   -11.897   -11.964
      5.00       6.0     0.091    -1.126    -2.011    -0.573    -8.819    -6.982    -6.800
     10.00       6.0     0.020    -0.836    -0.735     0.288    -4.589    -2.939    -2.403
     30.00       6.0     0.002     0.159     1.666     2.873    -1.863     1.012     2.082
      0.01       7.0     1.223    -2.841    -2.512    -1.824  -100.000  -100.000  -100.000
      0.10       7.0     1.222    -2.841    -2.512    -1.824  -100.000  -100.000  -100.000
      0.20       7.0     1.222    -2.825    -2.510    -1.817  -100.000  -100.000  -100.000
      0.40       7.0     1.219    -2.423    -2.421    -1.585  -100.000   -89.355   -90.332
      0.70       7.0     1.212    -1.882    -2.177    -1.155   -61.691   -52.525   -53.256
      1.00       7.0     1.200    -1.630    -2.004    -0.924   -43.285   -37.515   -38.087
      1.50       7.0     1.173    -1.430    -1.839    -0.730   -28.965   -25.600   -25.989
      2.00       7.0     1.133    -1.332    -1.744    -0.630   -21.802   -19.479   -19.732
      3.00       7.0     1.021    -1.236    -1.631    -0.521   -14.627   -13.111   -13.159
      5.00       7.0     0.698    -1.123    -1.463    -0.362    -8.870    -7.594    -7.396
     10.00       7.0     0.196    -0.832    -0.652     0.356    -4.602    -3.027    -2.491
     30.00       7.0     0.021     0.159     1.669     2.875    -1.864     1.009     2.079
      0.01       8.0     2.447    -2.841    -1.375    -0.664  -100.000  -100.000  -100.000
      0.10       8.0     2.447    -2.841    -1.375    -0.664  -100.000  -100.000  -100.000
      0.20       8.0     2.446    -2.825    -1.373    -0.661  -100.000  -100.000  -100.000
      0.40       8.0     2.445    -2.423    -1.296    -0.543  -100.000  -100.000  -100.000
      0.70       8.0     2.442    -1.882    -1.073    -0.248   -62.657   -61.381   -62.051
      1.00       8.0     2.437    -1.630    -0.911    -0.056   -44.225   -43.745   -44.090
      1.50       8.0     2.424    -1.430    -0.752     0.119   -29.851   -29.804   -29.819
      2.00       8.0     2.406    -1.332    -0.659     0.216   -22.625   -22.686   -22.554
      3.00       8.0     2.355    -1.236    -0.551     0.326   -15.326   -15.351   -15.106
      5.00       8.0     2.192    -1.122    -0.417     0.473    -9.354    -9.099    -8.771
     10.00       8.0     1.493    -0.818    -0.068     0.882    -4.767    -3.680    -3.133
     30.00       8.0     0.209     0.163     1.700     2.906    -1.872     0.978     2.047
      0.01       9.0     5.180    -2.841     0.150     0.837  -100.000  -100.000  -100.000
      0.10       9.0     5.180    -2.841     0.150     0.837  -100.000  -100.000  -100.000
      0.20       9.0     5.180    -2.825     0.151     0.839  -100.000  -100.000  -100.000
      0.40       9.0     5.180    -2.423     0.189     0.912  -100.000  -100.000  -100.000
      0.70       9.0     5.178    -1.882     0.316     1.123   -79.702   -81.082   -80.442
      1.00       9.0     5.176    -1.630     0.426     1.281   -56.382   -57.550   -56.962
      1.50       9.0     5.170    -1.430     0.547     1.435   -38.084   -39.030   -38.478
      2.00       9.0     5.161    -1.332     0.623     1.525   -28.831   -29.630   -29.090
      3.00       9.0     5.138    -1.236     0.717     1.628   -19.443   -20.026   -19.499
      5.00       9.0     5.062    -1.122     0.831     1.752   -11.745   -11.992   -11.486
     10.00       9.0     4.708    -0.813     1.089     2.057    -5.820    -5.300    -4.714
     30.00       9.0     1.972     0.191     1.979     3.188    -1.973     0.684     1.753
      0.01      10.0    11.118    -2.841     2.195     3.051  -100.000  -100.000  -100.000
      0.10      10.0    11.118    -2.841     2.195     3.051  -100.000  -100.000  -100.000
      0.20      10.0    11.118    -2.825     2.195     3.052  -100.000  -100.000  -100.000
      0.40      10.0    11.118    -2.423     2.202     3.066  -100.000  -100.000  -100.000
      0.70      10.0    11.117    -1.882     2.228     3.119  -100.000  -100.000  -100.000
      1.00      10.0    11.116    -1.630     2.256     3.173   -86.313   -87.488   -86.892
      1.50      10.0    11.113    -1.430     2.293     3.239   -58.036   -59.000   -58.430
      2.00      10.0    11.109    -1.332     2.320     3.284   -43.789   -44.618   -44.050
      3.00      10.0    11.098    -1.236     2.357     3.343   -29.401   -30.039   -29.468
      5.00      10.0    11.063    -1.122     2.406     3.417   -17.699   -18.041   -17.477
